StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,CAS_1,CAS_2,CAS_3,CAS_4,CAS_5,MDI_1,MDI_2,MDI_3,MDI_4,MDI_5,MDI_6,MDI_7,MDI_8,MDI_9,MDI_10,MDI_11,MDI_12,PSS_1,PSS_2,PSS_3,PSS_4,PSS_5,PSS_6,PSS_7,PSS_8,PSS_9,PSS_10,Q1,Q1_3_TEXT,Q2,Q3,Q3_7_TEXT,Q4,Q4_9_TEXT,Q5,Q6,Q6_9_TEXT,Q7,Q8,Q9,Q10,Q10_3_TEXT,Q11,Q11_7_TEXT,Q12,Q13,Q13_6_TEXT,Q14,Q15,Q16,Q17A,Q17B,Q18,Q19A,Q19B,Q20A,Q20B,Q21,Q22,Q23,Q24,Q25,Q26A,Q26B,Q26C,Q26D
2020-10-12 13:28:49,2020-10-12 13:39:09,0,71.222.62.161,100,619,1,2020-10-12 13:39:09,R_22zfIgDAglIsBF1,,,,,36.1681976318359375,-115.2165985107421875,anonymous,EN,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,4,5,5,2,1,5,2,4,5,5,1,,1,6,,7,,2,3,,2,1,2,1,,3,,2,2,,6,2,1,1,4,1,6,3,2,1,1,2,6,1,2,4,,,4
2020-10-12 13:33:11,2020-10-12 13:39:25,0,174.30.203.177,100,374,1,2020-10-12 13:39:25,R_Xv4dYiR3KEvC56F,,,,,36.1681976318359375,-115.2165985107421875,anonymous,EN,5,1,1,2,1,1,6,6,6,6,6,6,6,6,5,6,6,6,2,1,3,1,2,1,1,5,2,2,1,,2,6,,4,,1,3,,2,8,2,1,,4,,2,2,,4,2,1,2,3,2,6,3,3,3,2,2,6,4,1,2,4,2,
2020-10-12 13:34:11,2020-10-12 13:39:25,0,98.188.175.1,100,313,1,2020-10-12 13:39:25,R_8wwULuEz2QMmllT,,,,,36.1472930908203125,-115.2201995849609375,anonymous,EN,5,1,1,1,1,1,5,5,6,6,6,6,4,4,6,4,2,6,2,1,2,5,4,2,5,2,1,2,2,,2,1,,2,,2,5,,2,1,2,2,,1,,2,3,,3,2,1,2,4,1,3,2,2,1,2,2,2,2,2,4,,,4
2020-10-12 13:35:00,2020-10-12 13:39:37,0,68.224.95.67,100,276,1,2020-10-12 13:39:37,R_2Vey3X4uhA0LoYf,,,,,36.0861053466796875,-115.25409698486328125,anonymous,EN,5,1,1,1,1,1,5,5,4,4,4,4,2,4,4,5,6,6,3,3,4,4,2,4,4,3,4,5,1,,2,6,,3,,1,1,,2,5,2,1,,2,,2,2,,4,2,1,3,2,1,2,3,2,3,2,2,3,2,1,4,,,4
2020-10-12 13:29:07,2020-10-12 13:39:40,0,172.58.75.70,100,633,1,2020-10-12 13:39:40,R_1CsEH9cAImTfU3P,,,,,36.2158050537109375,-115.06600189208984375,anonymous,EN,5,1,2,1,1,1,2,2,1,1,6,3,1,1,2,2,2,5,4,5,5,2,2,5,4,2,4,4,2,,2,1,,8,,2,6,,2,3,2,1,,1,,2,3,,3,1,2,2,1,1,5,2,3,2,2,1,6,2,2,4,,,3
2020-10-12 13:23:54,2020-10-12 13:39:43,0,68.227.20.236,100,948,1,2020-10-12 13:39:43,R_3mxrTlgGpaVeLPX,,,,,36.002105712890625,-115.147003173828125,anonymous,EN,5,1,1,1,1,1,3,3,5,3,5,3,3,3,4,5,5,5,1,3,4,3,2,3,3,2,3,3,1,,2,6,,7,,1,2,,1,9,2,1,,2,,2,2,,2,2,1,2,1,1,6,3,1,3,2,2,6,2,2,4,,,3
2020-10-12 13:33:06,2020-10-12 13:39:46,0,70.189.138.227,100,400,1,2020-10-12 13:39:46,R_2737riDWiH6kUer,,,,,36.2158050537109375,-115.06600189208984375,anonymous,EN,5,1,1,1,3,1,1,3,1,2,3,2,1,2,2,2,3,6,4,4,4,4,2,4,3,2,5,5,1,,2,6,,4,,1,3,,2,3,2,1,,2,,2,2,,6,2,1,3,1,2,6,3,1,2,1,1,6,1,1,4,,,3
2020-10-12 13:35:20,2020-10-12 13:39:49,0,64.124.203.222,100,269,1,2020-10-12 13:39:50,R_1gSZlcK3qo8dKgQ,,,,,36.20379638671875,-115.22550201416015625,anonymous,EN,5,1,1,1,1,1,6,6,5,6,5,6,6,6,6,6,6,6,1,1,3,5,4,1,5,5,2,1,2,,2,6,,7,,2,7,,2,,2,1,,3,,2,3,,1,2,1,3,2,2,6,3,2,1,2,2,6,3,2,4,,,2
2020-10-12 13:33:41,2020-10-12 13:39:57,0,70.180.230.195,100,376,1,2020-10-12 13:39:58,R_3KJVKSB4kjcWGKt,,,,,36.1150054931640625,-115.21649932861328125,anonymous,EN,5,2,2,1,1,2,4,5,2,1,1,6,1,2,1,1,6,6,3,3,5,3,4,3,4,2,4,4,1,,2,6,,7,,2,7,,2,8,2,1,,3,,2,3,,1,2,1,4,1,2,3,2,2,2,2,2,6,3,1,2,2,2,
2020-10-12 13:34:31,2020-10-12 13:39:59,0,70.189.228.140,100,328,1,2020-10-12 13:39:59,R_xFdgUG57TstuNJD,,,,,36.038299560546875,-115.14459991455078125,anonymous,EN,5,1,1,1,1,1,5,5,4,5,6,6,3,6,5,6,6,6,4,3,5,4,4,4,3,3,3,3,2,,2,6,,3,,1,3,,2,12,2,1,,2,,2,2,,2,2,1,3,2,2,5,3,4,1,2,1,6,2,1,2,3,2,
2020-10-12 13:33:59,2020-10-12 13:40:00,0,45.49.126.142,100,360,1,2020-10-12 13:40:00,R_24f0yYvcGGs3BO2,,,,,34.3975067138671875,-118.55680084228515625,anonymous,EN,5,2,2,2,1,2,2,5,6,3,2,5,1,4,6,5,6,6,4,5,4,4,2,2,3,4,5,3,1,,2,6,,7,,1,4,,2,13,2,1,,2,,2,2,,2,2,1,2,1,1,4,2,3,3,2,2,2,4,1,4,,,3
2020-10-12 13:27:20,2020-10-12 13:40:08,0,172.58.79.8,100,767,1,2020-10-12 13:40:08,R_O3ZNQ22Zc0rlPl7,,,,,36.12359619140625,-115.27570343017578125,anonymous,EN,5,1,1,1,1,1,3,3,2,2,2,2,2,3,3,3,4,6,2,3,4,3,3,3,4,4,3,2,2,,2,5,,4,,1,4,,2,13,2,1,,1,,2,2,,3,2,1,3,1,2,4,2,2,2,2,2,1,2,1,1,2,2,
2020-10-12 13:32:24,2020-10-12 13:40:09,0,72.202.88.139,100,464,1,2020-10-12 13:40:09,R_3lrTkI8ySt43Ubg,,,,,35.9853973388671875,-115.11930084228515625,anonymous,EN,5,1,2,2,1,1,1,4,5,6,6,6,2,3,1,4,6,1,5,5,5,3,1,4,3,1,5,3,2,,2,6,,4,,2,6,,2,4,1,2,,3,,2,3,,1,2,1,3,1,1,6,3,2,1,2,2,6,1,1,4,,,4
2020-10-12 13:34:37,2020-10-12 13:40:19,0,24.234.105.175,100,341,1,2020-10-12 13:40:20,R_22um7GJWTC3MjbK,,,,,36.1472930908203125,-115.2201995849609375,anonymous,EN,5,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,6,4,4,4,2,2,4,2,2,4,4,2,,2,5,,7,,2,3,,2,1,2,1,,1,,2,3,,2,2,1,2,1,2,4,2,2,3,2,1,6,2,2,4,,,4
2020-10-12 13:34:29,2020-10-12 13:40:23,0,70.173.214.177,100,354,1,2020-10-12 13:40:24,R_869rOvFTfb9kbXH,,,,,36.2472991943359375,-115.28209686279296875,anonymous,EN,5,1,1,1,1,1,5,5,5,5,5,6,5,5,5,6,6,6,3,4,2,5,4,2,4,4,3,2,2,,2,6,,6,,1,3,,2,9,2,1,,1,,2,3,,2,2,1,2,1,2,5,3,1,3,2,2,6,2,2,4,,,3
2020-10-12 13:33:17,2020-10-12 13:40:26,0,174.68.170.206,100,428,1,2020-10-12 13:40:26,R_3EBi0TCR1OqUsZl,,,,,36.1681976318359375,-115.2165985107421875,anonymous,EN,5,1,2,2,2,1,4,4,4,4,4,5,4,4,4,5,5,3,3,3,4,3,4,3,3,4,3,4,2,,2,6,,2,,2,7,,2,3,1,1,,2,,2,3,,1,2,1,4,3,1,5,3,3,1,2,1,6,1,2,4,,,1
2020-10-12 13:34:39,2020-10-12 13:40:31,0,72.202.38.251,100,352,1,2020-10-12 13:40:31,R_ZmoClJB0NS8T1pn,,,,,36.20379638671875,-115.22550201416015625,anonymous,EN,5,1,2,1,2,1,4,3,5,4,5,6,4,2,4,4,5,6,2,3,4,3,3,2,4,3,2,3,2,,2,6,,2,,1,2,,2,1,2,1,,2,,2,2,,2,2,2,3,2,1,4,3,4,3,2,2,6,2,1,4,,,3
2020-10-12 13:35:12,2020-10-12 13:40:41,0,158.140.39.184,100,328,1,2020-10-12 13:40:41,R_1g2xl2Q6Gj9W3BQ,,,,,36.1549072265625,-116.0177001953125,anonymous,EN,5,2,3,2,2,3,2,3,2,3,2,5,2,2,1,3,3,5,4,4,5,3,3,3,3,3,4,4,2,,2,6,,7,,1,2,,2,4,2,1,,2,,2,2,,2,2,1,4,1,1,5,3,4,1,2,2,6,3,2,4,,,3
2020-10-12 13:34:27,2020-10-12 13:40:54,0,68.108.24.34,100,387,1,2020-10-12 13:40:54,R_bxvqubJkBgoeuM9,,,,,36.196197509765625,-115.26329803466796875,anonymous,EN,5,1,1,1,1,1,6,5,5,6,6,6,3,6,3,6,6,6,1,1,5,4,2,1,5,,3,3,2,,2,6,,7,,1,5,,2,1,2,1,,2,,2,2,,2,2,,4,1,2,5,1,2,2,2,2,6,2,1,4,,,3
2020-10-12 13:33:27,2020-10-12 13:41:00,0,131.216.14.81,100,453,1,2020-10-12 13:41:00,R_3rTCoJNLOsw6HQU,,,,,36.100799560546875,-115.13649749755859375,anonymous,EN,5,1,1,1,1,1,3,3,3,4,6,6,3,4,4,5,5,2,3,4,4,3,2,2,3,2,5,4,1,,2,6,,2,,1,1,,1,6,1,1,,3,,2,1,,4,2,1,1,4,2,8,1,2,2,1,1,3,2,2,4,,,4
2020-10-12 13:36:36,2020-10-12 13:41:08,0,71.55.109.106,100,271,1,2020-10-12 13:41:08,R_1dAkulNYPV0KrtO,,,,,36.203399658203125,-115.03639984130859375,anonymous,EN,5,1,2,1,1,1,2,2,2,5,1,3,1,3,4,1,3,6,4,5,5,3,2,3,3,3,3,3,2,,2,6,,4,,1,2,,2,9,2,1,,2,,1,2,,2,2,1,2,3,2,6,3,2,3,2,1,6,2,2,4,,,4
2020-10-12 13:35:49,2020-10-12 13:41:30,0,98.167.103.89,100,340,1,2020-10-12 13:41:30,R_42RQ47CpqRWaPsJ,,,,,36.01190185546875,-115.04329681396484375,anonymous,EN,5,1,1,1,1,1,5,6,5,6,6,6,5,6,5,5,6,5,2,2,2,4,4,2,3,2,2,2,2,,2,1,,7,,4,7,,2,13,2,1,,1,,2,3,,3,2,1,3,1,1,6,3,1,2,2,2,6,1,1,4,,,3
2020-10-12 13:34:18,2020-10-12 13:41:35,0,184.191.27.242,100,436,1,2020-10-12 13:41:35,R_3fTwdbpHArY8J0l,,,,,36.038299560546875,-115.14459991455078125,anonymous,EN,5,3,3,3,2,2,1,1,1,1,1,5,1,1,2,1,5,2,4,5,5,2,2,4,2,2,4,5,2,,2,6,,7,,1,3,,2,9,2,1,,3,,2,2,,2,2,1,3,1,2,2,2,3,2,2,2,6,2,1,4,,,3
2020-10-12 13:33:23,2020-10-12 13:41:43,0,70.189.129.141,100,500,1,2020-10-12 13:41:44,R_276XXexJAHjUIFG,,,,,36.2819061279296875,-115.14749908447265625,anonymous,EN,5,1,1,1,1,1,2,3,3,4,5,6,1,1,2,1,3,6,3,1,5,4,3,4,3,4,3,3,1,,2,6,,2,,1,2,,2,4,3,1,,3,,2,2,,2,2,4,3,1,2,5,1,2,3,2,2,6,3,2,4,,,4
2020-10-12 13:35:14,2020-10-12 13:42:00,0,72.207.182.88,100,405,1,2020-10-12 13:42:00,R_1JR6x49j22popbK,,,,,35.9853973388671875,-115.11930084228515625,anonymous,EN,5,1,2,3,1,1,1,1,2,1,1,2,1,1,1,5,6,2,5,4,5,2,3,5,3,4,5,3,2,,2,6,,2,,1,3,,2,1,1,1,,2,,2,2,,6,2,1,3,3,2,6,3,2,2,1,1,6,4,2,2,1,2,
2020-10-12 13:32:29,2020-10-12 13:42:03,0,71.38.9.145,100,573,1,2020-10-12 13:42:03,R_2zpxHiIHvzPjX3W,,,,,36.1432952880859375,-115.20040130615234375,anonymous,EN,5,1,1,1,1,1,2,3,4,5,4,5,2,2,4,1,5,6,4,3,4,3,2,4,3,2,3,4,2,,2,6,,2,,1,3,,2,10,2,1,,3,,2,2,,2,2,1,2,2,1,5,3,2,2,2,2,6,2,2,4,,,4
2020-10-12 13:35:49,2020-10-12 13:42:12,0,174.237.128.210,100,383,1,2020-10-12 13:42:12,R_3efOxw0iQdqy1p3,,,,,36.079803466796875,-115.2032012939453125,anonymous,EN,5,3,3,3,1,3,4,4,3,2,3,6,3,3,4,4,4,3,3,3,4,3,3,3,3,4,3,3,2,,2,6,,4,,1,3,,2,1,2,1,,3,,2,2,,4,1,2,1,4,2,4,2,3,2,2,2,6,1,1,1,3,2,
2020-10-12 13:38:08,2020-10-12 13:42:22,0,72.193.144.51,100,254,1,2020-10-12 13:42:23,R_1Q3deH43B7Chm3i,,,,,36.20379638671875,-115.22550201416015625,anonymous,EN,5,1,2,2,3,3,3,3,2,3,4,4,3,3,3,4,4,5,3,3,3,3,2,3,3,3,4,3,2,,2,6,,4,,1,4,,2,6,2,2,,1,,2,2,,4,2,1,2,2,1,6,3,2,1,2,1,6,2,1,4,,,3
2020-10-12 13:16:57,2020-10-12 13:42:27,0,172.58.75.46,100,1529,1,2020-10-12 13:42:27,R_02tVqGdbLd9HPUZ,,,,,36.2158050537109375,-115.06600189208984375,anonymous,EN,5,1,2,1,1,1,5,6,6,6,5,6,5,5,6,4,6,6,2,3,3,4,4,3,4,4,3,2,2,,2,6,,4,,1,4,,2,10,2,1,,2,,2,2,,7,2,1,2,3,2,4,3,1,3,2,2,6,3,2,4,,,3
2020-10-12 13:36:09,2020-10-12 13:42:27,0,70.189.160.157,100,378,1,2020-10-12 13:42:27,R_Y38sw2fr3otPsiJ,,,,,36.12359619140625,-115.27570343017578125,anonymous,EN,5,1,1,1,1,1,5,5,5,6,3,6,5,5,5,2,6,3,3,3,4,3,2,4,3,2,4,4,2,,2,6,,4,,1,4,,2,7,2,1,,3,,2,2,,2,2,1,2,2,2,4,3,2,2,2,2,6,1,1,4,,,3
2020-10-12 13:38:39,2020-10-12 13:42:28,0,104.152.131.106,100,228,1,2020-10-12 13:42:28,R_3qeAyshQtqP3Zwx,,,,,36.591094970703125,-114.4738006591796875,anonymous,EN,5,1,2,1,1,1,3,5,5,3,5,5,2,3,5,5,5,5,3,4,5,3,1,5,1,3,3,4,2,,2,6,,7,,1,4,,2,9,2,1,,6,,2,2,,2,2,1,3,1,1,5,1,2,2,2,2,6,1,1,4,,,3
2020-10-12 13:36:03,2020-10-12 13:42:30,0,107.77.230.4,100,387,1,2020-10-12 13:42:30,R_1kHXiJ7fMPDmsLX,,,,,33.8404998779296875,-117.95259857177734375,anonymous,EN,5,1,2,2,2,2,3,3,3,4,6,3,2,6,2,5,3,5,4,5,5,2,2,5,3,2,3,3,2,,2,6,,2,,1,5,,2,12,2,2,,3,,2,3,,4,2,1,4,3,2,6,1,4,1,2,2,6,2,1,4,,,3
2020-10-12 13:27:39,2020-10-12 13:42:38,0,71.38.81.133,100,898,1,2020-10-12 13:42:38,R_2TtOzK3WijPy4XO,,,,,36.2158050537109375,-115.06600189208984375,anonymous,EN,5,1,2,2,3,2,3,2,2,2,2,4,2,3,2,5,5,6,3,4,5,2,2,3,3,2,4,3,1,,2,3,,7,,4,5,,2,12,2,2,,6,,2,3,,4,1,2,3,1,2,5,3,1,2,2,2,3,2,2,4,,,3
2020-10-12 13:38:13,2020-10-12 13:42:45,0,174.72.219.101,100,271,1,2020-10-12 13:42:46,R_27l1ivM4Pdv2pU1,,,,,36.1681976318359375,-115.2165985107421875,anonymous,EN,5,3,3,3,3,3,2,2,2,2,2,5,2,2,2,4,5,6,4,2,4,3,2,3,3,3,3,5,2,,2,6,,4,,1,5,,2,4,2,1,,6,,2,2,,4,1,1,4,2,2,8,1,3,2,2,2,2,2,1,4,,,3
2020-10-12 13:36:23,2020-10-12 13:42:46,0,98.167.97.177,100,382,1,2020-10-12 13:42:46,R_2QypkljTtbVMzWT,,,,,36.01190185546875,-115.04329681396484375,anonymous,EN,5,1,1,1,1,1,5,5,4,6,6,6,5,4,5,5,5,5,1,2,2,4,3,2,4,3,3,2,1,,2,7,engaged,7,,2,5,,2,4,2,1,,1,,2,3,,5,2,1,4,3,2,4,3,1,2,2,2,6,2,1,4,,,2
2020-10-12 13:38:22,2020-10-12 13:42:46,0,172.58.78.156,100,264,1,2020-10-12 13:42:46,R_2veQ7MixyQSFTlF,,,,,36.1432952880859375,-115.20040130615234375,anonymous,EN,5,1,3,3,2,3,1,3,2,2,2,2,1,1,1,1,4,2,3,4,5,2,1,5,3,3,3,5,1,,2,6,,7,,3,6,,2,1,2,1,,2,,2,3,,1,2,1,3,1,2,3,2,2,2,2,2,1,1,2,4,,,3
2020-10-12 13:34:29,2020-10-12 13:43:07,0,70.173.122.227,100,518,1,2020-10-12 13:43:07,R_21pRdbQL7L8hZ6J,,,,,36.05859375,-115.08029937744140625,anonymous,EN,5,3,3,2,3,3,5,3,5,6,6,6,2,3,4,1,5,6,4,4,5,5,3,3,3,3,3,4,,,2,6,,7,,2,5,,2,12,3,2,,1,,2,3,,3,1,4,2,1,2,2,2,4,3,2,2,6,1,1,2,1,2,
2020-10-12 13:36:01,2020-10-12 13:43:09,0,172.58.75.219,100,427,1,2020-10-12 13:43:09,R_1KrtW3btSVpx7eS,,,,,36.2158050537109375,-115.06600189208984375,anonymous,EN,5,1,1,1,1,1,5,5,6,6,6,6,5,5,5,5,6,5,2,3,3,3,3,3,5,3,3,2,2,,2,1,,2,,2,6,,2,4,1,1,,2,,2,3,,1,1,2,3,3,1,5,3,4,1,2,1,6,2,2,4,,,3
2020-10-12 13:36:13,2020-10-12 13:43:13,0,72.193.61.93,100,419,1,2020-10-12 13:43:13,R_2Poopv9rf26vWtY,,,,,36.2624969482421875,-115.1732025146484375,anonymous,EN,5,1,3,1,3,3,1,6,1,4,6,6,1,1,2,3,5,6,3,3,5,4,3,2,3,4,1,4,2,,2,6,,4,,1,4,,2,9,2,1,,2,,2,2,,2,2,1,4,1,1,5,3,4,1,2,1,3,1,1,4,,,4
2020-10-12 13:34:29,2020-10-12 13:43:15,0,174.72.245.36,100,526,1,2020-10-12 13:43:16,R_3KObf8eKzgcfVNz,,,,,36.0408935546875,-115.0829010009765625,anonymous,EN,5,1,1,1,1,1,5,5,5,4,6,6,3,3,4,4,3,6,4,3,4,3,2,2,3,3,4,2,2,,2,6,,3,,1,5,,2,12,2,1,,2,,2,2,,2,2,1,2,2,2,5,3,3,2,2,2,6,2,1,4,,,4
2020-10-12 13:38:43,2020-10-12 13:43:21,0,70.180.255.47,100,277,1,2020-10-12 13:43:21,R_pgTsavMt9GsLAJP,,,,,36.100799560546875,-115.13649749755859375,anonymous,EN,5,1,1,1,1,1,1,2,2,5,5,2,2,3,4,1,2,5,2,4,4,3,1,5,1,1,5,4,2,,2,6,,7,,1,2,,2,5,2,1,,2,,2,2,,2,2,1,3,2,1,7,1,2,1,2,2,2,5,2,4,,,3
2020-10-12 13:38:00,2020-10-12 13:43:24,0,75.175.155.229,100,324,1,2020-10-12 13:43:25,R_BA2m01IBaoVMQvf,,,,,36.002105712890625,-115.147003173828125,anonymous,EN,5,1,1,1,1,1,5,5,6,5,6,6,4,4,3,3,6,4,3,3,4,3,3,3,3,3,2,4,2,,2,6,,2,,1,7,,2,2,2,1,,3,,2,3,,4,2,1,3,1,2,5,1,4,3,2,1,6,3,2,4,,,3
2020-10-12 13:37:58,2020-10-12 13:43:33,0,68.229.32.113,100,335,1,2020-10-12 13:43:34,R_RaZLjfrQs4o1zot,,,,,36.038299560546875,-115.14459991455078125,anonymous,EN,5,1,1,1,1,1,5,5,5,5,5,6,3,3,3,4,4,6,4,4,4,4,4,4,4,4,4,4,1,,2,5,,7,,2,4,,2,4,2,1,,3,,2,3,,2,2,1,3,1,1,4,2,2,2,2,2,6,1,2,4,,,4
2020-10-12 13:38:02,2020-10-12 13:43:40,0,174.237.1.172,100,337,1,2020-10-12 13:43:40,R_3EASLwWzOVdCCUI,,,,,36.1750030517578125,-115.13719940185546875,anonymous,EN,5,1,1,1,2,2,2,1,1,2,2,3,2,1,2,1,1,6,4,5,5,5,,,5,5,5,5,2,,2,6,,2,,2,4,,2,4,1,1,,3,,2,2,,1,2,1,1,2,2,3,3,2,1,2,2,1,3,2,4,,,4
2020-10-12 13:34:04,2020-10-12 13:43:42,0,71.222.57.219,100,578,1,2020-10-12 13:43:42,R_3lVzOKpD0J8y8aW,,,,,36.1472930908203125,-115.2201995849609375,anonymous,EN,5,3,3,2,1,3,5,5,2,3,4,6,3,4,2,5,6,1,5,5,5,4,3,5,3,2,5,3,2,,2,1,,7,,4,4,,2,13,2,1,,2,,2,3,,3,1,3,2,3,1,5,1,2,2,2,1,1,1,1,2,2,2,
2020-10-12 13:36:13,2020-10-12 13:44:01,0,70.170.113.133,100,468,1,2020-10-12 13:44:02,R_1Lur0yLps2MNQTr,,,,,36.2082061767578125,-115.2957000732421875,anonymous,EN,5,1,1,1,1,1,6,6,6,6,6,6,5,6,5,5,6,4,2,2,3,2,4,3,4,3,4,2,2,,2,6,,4,,1,1,,1,5,2,1,,3,,2,2,,4,2,1,1,2,2,7,1,1,3,2,2,6,3,1,1,4,2,
2020-10-12 13:38:35,2020-10-12 13:44:54,0,68.96.117.191,100,379,1,2020-10-12 13:44:55,R_3qyEO2EjgMluZhZ,,,,,36.0861053466796875,-115.25409698486328125,anonymous,EN,5,1,1,1,1,1,2,2,3,2,6,4,1,3,4,6,6,3,1,4,5,2,1,5,3,2,1,3,2,,2,5,,8,,1,3,,2,4,,1,,3,,2,2,,2,2,1,2,2,2,8,1,4,1,2,2,6,3,1,4,,,2
2020-10-12 13:39:45,2020-10-12 13:45:02,0,98.164.161.243,100,317,1,2020-10-12 13:45:03,R_33qldvoTdOpaRgm,,,,,36.2624969482421875,-115.1732025146484375,anonymous,EN,5,1,2,1,1,1,3,2,1,3,2,4,1,1,2,1,6,6,1,4,5,3,1,3,3,2,3,4,2,,2,6,,8,,1,2,,2,13,2,1,,2,,2,2,,6,2,1,3,1,1,6,1,1,3,2,1,6,1,1,4,,,3
2020-10-12 13:40:01,2020-10-12 13:45:05,0,68.96.104.47,100,303,1,2020-10-12 13:45:05,R_231zpnm10bNmZ7O,,,,,36.15020751953125,-115.033599853515625,anonymous,EN,5,1,1,1,1,1,5,5,5,6,3,6,4,5,5,6,6,6,3,3,4,3,3,4,3,3,2,3,2,,2,6,,7,,1,4,,2,12,2,1,,4,,2,2,,2,2,1,3,1,2,4,3,3,1,2,2,6,1,1,1,1,2,
2020-10-12 13:34:28,2020-10-12 13:45:05,0,72.193.168.11,100,637,1,2020-10-12 13:45:05,R_2w63vYhbqwSQQGg,,,,,36.20379638671875,-115.22550201416015625,anonymous,EN,5,1,1,1,1,1,3,2,2,2,2,6,3,3,2,2,4,5,3,3,3,4,3,2,3,2,2,4,1,,2,6,,4,,1,3,,2,12,2,1,,4,,2,2,,4,2,1,2,1,2,5,3,1,2,2,2,6,1,1,4,,,2
2020-10-12 13:37:25,2020-10-12 13:45:07,0,24.234.129.158,100,461,1,2020-10-12 13:45:07,R_3kd0nSttVCdeZdE,,,,,36.100799560546875,-115.13649749755859375,anonymous,EN,5,1,1,1,1,1,4,5,4,3,6,6,4,5,6,5,4,4,3,3,5,3,3,3,4,3,4,4,2,,2,6,,7,,1,4,,2,9,2,1,,1,,2,1,,6,2,1,2,1,2,2,3,3,1,2,2,6,1,1,4,,,4
2020-10-12 13:34:49,2020-10-12 13:45:14,0,172.58.76.231,100,625,1,2020-10-12 13:45:15,R_2cbYTSDGapgShfc,,,,,36.128997802734375,-115.27649688720703125,anonymous,EN,5,1,1,1,1,1,5,6,5,4,6,6,5,5,5,6,6,5,2,2,3,3,4,2,3,3,3,2,2,,2,6,,4,,2,6,,2,13,2,2,,2,,2,2,,1,2,1,3,1,2,5,,4,3,2,1,2,2,1,1,3,2,
2020-10-12 13:38:08,2020-10-12 13:45:42,0,71.222.30.164,100,453,1,2020-10-12 13:45:42,R_tVXuAZdlhgKnnG1,,,,,36.1432952880859375,-115.20040130615234375,anonymous,EN,5,1,1,1,1,1,5,6,5,6,5,6,5,5,5,3,5,6,3,2,3,4,4,2,4,5,3,1,2,,2,6,,3,,2,3,,1,10,2,1,,4,,2,3,,2,1,2,1,4,2,6,3,4,3,2,2,6,2,1,4,,,4
2020-10-12 13:40:47,2020-10-12 13:45:44,0,98.181.152.3,100,297,1,2020-10-12 13:45:44,R_Ce44Hu5mWdtnTaN,,,,,36.178802490234375,-115.17150115966796875,anonymous,EN,5,1,1,1,3,2,5,2,5,6,6,1,3,1,1,1,2,6,5,4,5,4,3,5,2,2,5,5,2,,2,6,,8,,1,4,,2,9,2,1,,4,,2,2,,6,2,1,3,2,2,3,2,3,1,2,1,1,1,1,2,4,2,
2020-10-12 13:40:11,2020-10-12 13:45:54,0,184.191.17.33,100,343,1,2020-10-12 13:45:54,R_2BeuqoMQLEARWtz,,,,,36.0113067626953125,-115.20379638671875,anonymous,EN,5,2,2,2,3,1,2,2,2,4,3,5,2,2,1,3,4,1,3,2,5,3,2,2,2,2,3,3,2,,2,6,,3,,1,4,,2,1,2,1,,4,,2,2,,2,2,1,3,1,2,5,2,3,1,2,1,6,1,1,4,,,3
2020-10-12 13:32:49,2020-10-12 13:46:01,0,70.170.14.158,100,791,1,2020-10-12 13:46:01,R_d5ttvyrwRDwTINX,,,,,36.2624969482421875,-115.1732025146484375,anonymous,EN,5,1,1,1,1,1,2,2,2,5,2,6,3,5,2,4,6,6,3,4,4,2,2,3,3,2,3,4,1,,2,6,,2,,2,7,,2,12,2,1,,2,,2,2,,1,2,1,1,4,1,3,2,4,1,2,2,6,2,2,4,,,1
2020-10-12 13:40:42,2020-10-12 13:46:12,0,72.193.60.185,100,330,1,2020-10-12 13:46:12,R_sBxQXsceWfPI2wV,,,,,36.2819061279296875,-115.14749908447265625,anonymous,EN,5,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,1,4,5,5,2,5,5,2,2,2,,2,6,,2,,2,4,,2,10,1,1,,3,,2,2,,1,2,1,2,1,2,5,3,4,3,2,1,6,3,2,4,,,3
2020-10-12 13:40:41,2020-10-12 13:46:23,0,131.216.14.5,100,342,1,2020-10-12 13:46:24,R_3p9EkrpSFenOgT3,,,,,36.100799560546875,-115.13649749755859375,anonymous,EN,5,2,2,2,1,1,3,3,3,4,4,4,3,4,4,4,6,3,2,2,3,3,3,3,3,2,3,3,1,,2,5,,9,Jewish,2,7,,2,9,2,1,,2,,2,3,,1,2,1,2,2,1,6,1,3,1,2,1,2,3,1,4,,,3
2020-10-12 13:38:50,2020-10-12 13:46:36,0,192.96.203.69,100,466,1,2020-10-12 13:46:37,R_V2rkIwyN7eaGNsl,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,5,1,1,1,1,1,5,5,5,2,4,6,5,5,6,6,6,6,3,4,3,5,2,2,5,4,2,2,2,,2,1,,7,,1,6,,2,12,2,1,,1,,2,3,,3,2,1,2,2,2,6,3,4,3,2,1,6,3,2,4,,,3
